ID,symptom_name,Label
symptom_id_755,咳血,symptom
symptom_id_756,咳血病中杂感秋燥,symptom
symptom_id_757,咳逆,symptom
symptom_id_758,咽中梗塞,symptom
symptom_id_759,咽中梗阻,symptom
symptom_id_760,咽中热冲,symptom
symptom_id_761,咽充血,symptom
symptom_id_762,咽口水,symptom
symptom_id_763,咽喉不利,symptom
symptom_id_764,咽喉不适,symptom
symptom_id_765,咽喉充血,symptom
symptom_id_766,咽喉口干,symptom
symptom_id_767,咽喉干,symptom
symptom_id_768,咽喉干燥,symptom
symptom_id_769,咽喉干痒,symptom
symptom_id_770,咽喉异物感,symptom
symptom_id_771,咽喉淡红,symptom
symptom_id_772,咽喉炎,symptom
symptom_id_773,咽喉疼痛,symptom
symptom_id_774,咽喉痒,symptom
symptom_id_775,咽喉痛,symptom
symptom_id_776,咽喉痰鸣,symptom
symptom_id_777,咽喉痹痛,symptom
symptom_id_778,咽喉瘙痒,symptom
symptom_id_779,咽喉红,symptom
symptom_id_780,咽喉红肿,symptom
symptom_id_781,咽喉肿,symptom
symptom_id_782,咽喉肿痛,symptom
symptom_id_783,咽干,symptom
symptom_id_784,咽干不欲饮,symptom
symptom_id_785,咽干不渴,symptom
symptom_id_786,咽干口渴,symptom
symptom_id_787,咽干口燥,symptom
symptom_id_788,咽干少涎,symptom
symptom_id_789,咽干痛,symptom
symptom_id_790,咽干舌燥,symptom
symptom_id_791,咽干鼻燥,symptom
symptom_id_792,咽有痰,symptom
symptom_id_793,咽梗,symptom
symptom_id_794,咽梗感,symptom
symptom_id_795,咽疼,symptom
symptom_id_796,咽痒,symptom
symptom_id_797,咽痛,symptom
symptom_id_798,咽痛失音,symptom
symptom_id_799,咽痛音哑,symptom
symptom_id_800,咽红,symptom
symptom_id_801,咽部充血,symptom
symptom_id_802,咽部干燥,symptom
symptom_id_803,咽部异物感,symptom
symptom_id_804,咽部梗气,symptom
symptom_id_805,咽部滤泡,symptom
symptom_id_806,咽部烧灼感,symptom
symptom_id_807,咽部疼痛,symptom
symptom_id_808,咽部瘙痒,symptom
symptom_id_809,咽部糜烂,symptom
symptom_id_810,咽部红肿腐溃生疮,symptom
symptom_id_811,哭闹,symptom
symptom_id_812,哭闹不安,symptom
symptom_id_813,哭闹不止,symptom
symptom_id_814,哮喘,symptom
symptom_id_815,哮喘挟发,symptom
symptom_id_816,哮鸣音,symptom
symptom_id_817,哮鸣音布满,symptom
symptom_id_818,哽咽,symptom
symptom_id_819,唇口糜碎,symptom
symptom_id_820,唇口蠕动,symptom
symptom_id_821,唇口起泡,symptom
symptom_id_822,唇干,symptom
symptom_id_823,唇干暗,symptom
symptom_id_824,唇干燥,symptom
symptom_id_825,唇干舌燥,symptom
symptom_id_826,唇干裂,symptom
symptom_id_827,唇暗,symptom
symptom_id_828,唇暗红,symptom
symptom_id_829,唇淡,symptom
symptom_id_830,唇焦,symptom
symptom_id_831,唇燥,symptom
symptom_id_832,唇燥裂,symptom
symptom_id_833,唇甲苍白,symptom
symptom_id_834,唇痛,symptom
symptom_id_835,唇紫,symptom
symptom_id_836,唇紫黯,symptom
symptom_id_837,唇红,symptom
symptom_id_838,唇绀,symptom
symptom_id_839,唇肿,symptom
symptom_id_840,唇舌咽燥,symptom
symptom_id_841,唇舌肿,symptom
symptom_id_842,唇色暗,symptom
symptom_id_843,唇色淡,symptom
symptom_id_844,唇色素沉着,symptom
symptom_id_845,唇色紫,symptom
symptom_id_846,唇色苍白,symptom
symptom_id_847,唇苍白,symptom
symptom_id_848,唇裂,symptom
symptom_id_849,唇部糜烂,symptom
symptom_id_850,唇麻,symptom
symptom_id_851,唇齿干,symptom
symptom_id_852,唾如胶漆,symptom
symptom_id_853,唾液多,symptom
symptom_id_854,啰音有稠痰,symptom
symptom_id_855,善太息,symptom
symptom_id_856,善忘,symptom
symptom_id_857,喉中梗痛,symptom
symptom_id_858,喉中痰鸣,symptom
symptom_id_859,喉咙不利,symptom
symptom_id_860,喉咙堵塞,symptom
symptom_id_861,喉咙干,symptom
symptom_id_862,喉咙疼痛,symptom
symptom_id_863,喉咙痒,symptom
symptom_id_864,喉咙红肿,symptom
symptom_id_865,喉咙肿,symptom
symptom_id_866,喉梗痛,symptom
symptom_id_867,喉疳,symptom
symptom_id_868,喉痈,symptom
symptom_id_869,喉痛,symptom
symptom_id_870,喉痧,symptom
symptom_id_871,喉痰,symptom
symptom_id_872,喉痰鸣,symptom
symptom_id_873,喉痹,symptom
symptom_id_874,喉痹肿痛,symptom
symptom_id_875,喉蛾,symptom
symptom_id_876,喉部干红起点,symptom
symptom_id_877,喉部有痰,symptom
symptom_id_878,喉风,symptom
symptom_id_879,喉风口疮,symptom
symptom_id_880,喉鸣,symptom
symptom_id_881,喉鸣痰多,symptom
symptom_id_882,喘促,symptom
symptom_id_883,喘促减轻,symptom
symptom_id_884,喘咳,symptom
symptom_id_885,喘咳痰多,symptom
symptom_id_886,喘咳痰鸣减,symptom
symptom_id_887,喘急,symptom
symptom_id_888,喘息,symptom
symptom_id_889,喘憋气促,symptom
symptom_id_890,喘气,symptom
symptom_id_891,喘满,symptom
symptom_id_892,喘疾,symptom
symptom_id_893,喘痰,symptom
symptom_id_894,喘而汗出,symptom
symptom_id_895,喘音响亮,symptom
symptom_id_896,喘鸣,symptom
symptom_id_897,喜冷,symptom
symptom_id_898,喜冷饮,symptom
symptom_id_899,喜凉恶热,symptom
symptom_id_900,喜叹息,symptom
symptom_id_901,喜太息,symptom
symptom_id_902,喜热,symptom
symptom_id_903,喜热恶凉,symptom
symptom_id_904,喜热食,symptom
symptom_id_905,喜热饮,symptom
symptom_id_906,喜甜,symptom
symptom_id_907,喜甜荤,symptom
symptom_id_908,喜素,symptom
symptom_id_909,喜荤,symptom
symptom_id_910,喜辣,symptom
symptom_id_911,喜食硬物,symptom
symptom_id_912,喜食腥腻,symptom
symptom_id_913,喝水多,symptom
symptom_id_914,喝水量多,symptom
symptom_id_915,喷嚏,symptom
symptom_id_916,嗅觉丧失,symptom
symptom_id_917,嗅觉减退,symptom
symptom_id_918,嗓子疼痛,symptom
symptom_id_919,嗜冷食,symptom
symptom_id_920,嗜卧,symptom
symptom_id_921,嗜厚味肥甘,symptom
symptom_id_922,嗜烟,symptom
symptom_id_923,嗜烟酒,symptom
symptom_id_924,嗜生冷硬,symptom
symptom_id_925,嗜睡,symptom
symptom_id_926,嗜茶,symptom
symptom_id_927,嗜辛辣,symptom
symptom_id_928,嗜辣,symptom
symptom_id_929,嗜酒,symptom
symptom_id_930,嗳气,symptom
symptom_id_931,嗳气吞酸,symptom
symptom_id_932,嗳气呕逆,symptom
symptom_id_933,嘈杂,symptom
symptom_id_934,嘴唇发紫,symptom
symptom_id_935,嘴唇发黑,symptom
symptom_id_936,嘴唇干燥,symptom
symptom_id_937,嘴唇松弛,symptom
symptom_id_938,嘴唇破裂,symptom
symptom_id_939,嘴唇苍白,symptom
symptom_id_940,嘴唇青紫,symptom
symptom_id_941,嘴角抽动,symptom
symptom_id_942,噎膈,symptom
symptom_id_943,噎膈反胃,symptom
symptom_id_944,噎膈吐食,symptom
symptom_id_945,噎膈呕吐,symptom
symptom_id_946,噤口下痢,symptom
symptom_id_947,噩梦,symptom
symptom_id_948,噫呃,symptom
symptom_id_949,噫气,symptom
symptom_id_950,噫气不除,symptom
symptom_id_951,噫气呕逆,symptom
symptom_id_952,囊肿,symptom
symptom_id_953,四末不温,symptom
symptom_id_954,四末厥冷,symptom
symptom_id_955,四肢下垂,symptom
symptom_id_956,四肢不仁,symptom
symptom_id_957,四肢不温,symptom
symptom_id_958,四肢乏力,symptom
symptom_id_959,四肢僵硬,symptom
symptom_id_960,四肢冰冷,symptom
symptom_id_961,四肢冰凉,symptom
symptom_id_962,四肢冷,symptom
symptom_id_963,四肢冷痛,symptom
symptom_id_964,四肢厥逆,symptom
symptom_id_965,四肢发热,symptom
symptom_id_966,四肢寒冷,symptom
symptom_id_967,四肢怕冷,symptom
symptom_id_968,四肢抽动,symptom
symptom_id_969,四肢抽搐,symptom
symptom_id_970,四肢抽筋,symptom
symptom_id_971,四肢拘挛,symptom
symptom_id_972,四肢拘束,symptom
symptom_id_973,四肢挛急,symptom
symptom_id_974,四肢挛痛,symptom
symptom_id_975,四肢搐搦,symptom
symptom_id_976,四肢无力,symptom
symptom_id_977,四肢松软,symptom
symptom_id_978,四肢水肿,symptom
symptom_id_979,四肢沉重,symptom
symptom_id_980,四肢浮肿,symptom
symptom_id_981,四肢温热,symptom
symptom_id_982,四肢游走性关节疼痛,symptom
symptom_id_983,四肢疮疖,symptom
symptom_id_984,四肢疼痛,symptom
symptom_id_985,四肢瘫痪,symptom
symptom_id_986,四肢皮肤热,symptom
symptom_id_987,四肢红肿,symptom
symptom_id_988,四肢肌肉松软,symptom
symptom_id_989,四肢肌肉跳动,symptom
symptom_id_990,四肢肌跳,symptom
symptom_id_991,四肢肌软酸楚,symptom
symptom_id_992,四肢肿,symptom
symptom_id_993,四肢肿胀,symptom
symptom_id_994,四肢胀,symptom
symptom_id_995,四肢胀痛,symptom
symptom_id_996,四肢蠕动,symptom
symptom_id_997,四肢转温,symptom
symptom_id_998,四肢软瘫,symptom
symptom_id_999,四肢软筋,symptom
symptom_id_1000,四肢轻度水肿,symptom
symptom_id_1001,四肢逆冷,symptom
symptom_id_1002,四肢酸楚,symptom
symptom_id_1003,四肢酸痛,symptom
symptom_id_1004,四肢震颤,symptom
symptom_id_1005,四肢静脉曲张,symptom
symptom_id_1006,四肢颤抖,symptom
symptom_id_1007,四肢麻木,symptom
symptom_id_1008,四肢麻痹,symptom
symptom_id_1009,囟门不合,symptom
symptom_id_1010,困倦,symptom
symptom_id_1011,困倦感,symptom
symptom_id_1012,坐卧不宁,symptom
symptom_id_1013,坐卧行走不便不舒,symptom
symptom_id_1014,坐骨神经痛,symptom
symptom_id_1015,坐骨神经癌,symptom
symptom_id_1016,坠胀感,symptom
symptom_id_1017,壮实,symptom
symptom_id_1018,壮实体质,symptom
symptom_id_1019,壮热烦渴,symptom
symptom_id_1020,声低气弱,symptom
symptom_id_1021,声嘶,symptom
symptom_id_1022,声重浊,symptom
symptom_id_1023,声音低,symptom
symptom_id_1024,声音低弱,symptom
symptom_id_1025,声音低沉,symptom
symptom_id_1026,声音低缓,symptom
symptom_id_1027,声音嘶哑,symptom
symptom_id_1028,声音小,symptom
symptom_id_1029,声音微弱,symptom
symptom_id_1030,声音洪亮,symptom
symptom_id_1031,声音难出,symptom
symptom_id_1032,复感表邪,symptom
symptom_id_1033,夏伤暑湿,symptom
symptom_id_1034,外伤,symptom
symptom_id_1035,外伤出血,symptom
symptom_id_1036,外伤出血不止,symptom
symptom_id_1037,外伤性渗血,symptom
symptom_id_1038,外感发热,symptom
symptom_id_1039,外感热病,symptom
symptom_id_1040,外阴溃烂,symptom
symptom_id_1041,外阴瘙痒,symptom
symptom_id_1042,外阴红肿,symptom
symptom_id_1043,外阴肿胀,symptom
symptom_id_1044,外阴骚痒,symptom
symptom_id_1045,多动症,symptom
symptom_id_1046,多发淋巴结肿大,symptom
symptom_id_1047,多嚏,symptom
symptom_id_1048,多囊肾,symptom
symptom_id_1049,多尿,symptom
symptom_id_1050,多愁善感,symptom
symptom_id_1051,多梦,symptom
symptom_id_1052,多梦健忘,symptom
symptom_id_1053,多汗,symptom
symptom_id_1054,多汗出疹,symptom
symptom_id_1055,多泪羞明,symptom
symptom_id_1056,多涎,symptom
symptom_id_1057,多疑,symptom
symptom_id_1058,多虑,symptom
symptom_id_1059,多言,symptom
symptom_id_1060,多饮,symptom
symptom_id_1061,夜不能卧,symptom
symptom_id_1062,夜不能平卧,symptom
symptom_id_1063,夜卧不安,symptom
symptom_id_1064,夜啼,symptom
symptom_id_1065,夜寐不安,symptom
symptom_id_1066,夜尿,symptom
symptom_id_1067,夜尿增多,symptom
symptom_id_1068,夜尿频,symptom
symptom_id_1069,夜热早凉,symptom
symptom_id_1070,夜盲,symptom
symptom_id_1071,夜盲症,symptom
symptom_id_1072,夜间厥逆,symptom
symptom_id_1073,大便下蛔,symptom
symptom_id_1074,大便下蛔成团,symptom
symptom_id_1075,大便下血,symptom
symptom_id_1076,大便不利,symptom
symptom_id_1077,大便不实,symptom
symptom_id_1078,大便不成型,symptom
symptom_id_1079,大便不爽,symptom
symptom_id_1080,大便不畅,symptom
symptom_id_1081,大便不规律,symptom
symptom_id_1082,大便不通,symptom
symptom_id_1083,大便仍不成形,symptom
symptom_id_1084,大便出血,symptom
symptom_id_1085,大便困难,symptom
symptom_id_1086,大便多且黏滞,symptom
symptom_id_1087,大便失禁,symptom
symptom_id_1088,大便夹血,symptom
symptom_id_1089,大便夹黏液泡沫多,symptom
symptom_id_1090,大便如羊粪,symptom
symptom_id_1091,大便小便正常,symptom
symptom_id_1092,大便带蛔虫,symptom
symptom_id_1093,大便带血,symptom
symptom_id_1094,大便干,symptom
symptom_id_1095,大便干未变,symptom
symptom_id_1096,大便干燥,symptom
symptom_id_1097,大便干硬,symptom
symptom_id_1098,大便干稀不定,symptom
symptom_id_1099,大便干结,symptom
symptom_id_1100,大便干骨髓象三系增生,symptom
symptom_id_1101,大便成形,symptom
symptom_id_1102,大便时干时稀,symptom
symptom_id_1103,大便未行,symptom
symptom_id_1104,大便次数多,symptom
symptom_id_1105,大便正常,symptom
symptom_id_1106,大便气平,symptom
symptom_id_1107,大便溏,symptom
symptom_id_1108,大便溏或实,symptom
symptom_id_1109,大便溏泻,symptom
symptom_id_1110,大便溏稀,symptom
symptom_id_1111,大便溏薄,symptom
symptom_id_1112,大便溏薄褐色,symptom
symptom_id_1113,大便燥结,symptom
symptom_id_1114,大便畅,symptom
symptom_id_1115,大便白,symptom
symptom_id_1116,大便硬,symptom
symptom_id_1117,大便硬结,symptom
symptom_id_1118,大便秘结,symptom
symptom_id_1119,大便稀,symptom
symptom_id_1120,大便稀溏,symptom
symptom_id_1121,大便粘,symptom
symptom_id_1122,大便臭,symptom
symptom_id_1123,大便臭黄,symptom
symptom_id_1124,大便色灰,symptom
symptom_id_1125,大便色黑,symptom
symptom_id_1126,大便通畅,symptom
symptom_id_1127,大便量多,symptom
symptom_id_1128,大便量少,symptom
symptom_id_1129,大便黄,symptom
symptom_id_1130,大便黄褐,symptom
symptom_id_1131,大便黏滞,symptom
symptom_id_1132,大便黑,symptom
symptom_id_1133,大出血,symptom
symptom_id_1134,大口咯血,symptom
symptom_id_1135,大叶肺炎,symptom
symptom_id_1136,大咯血,symptom
symptom_id_1137,大头瘟疫,symptom
symptom_id_1138,大小便失禁,symptom
symptom_id_1139,大小便少,symptom
symptom_id_1140,大汗淋漓,symptom
symptom_id_1141,大汗虚脱,symptom
symptom_id_1142,大渴,symptom
symptom_id_1143,大热烦渴,symptom
symptom_id_1144,大腹水肿,symptom
symptom_id_1145,大腹膨满,symptom
symptom_id_1146,天疱疮,symptom
symptom_id_1147,太息,symptom
symptom_id_1148,失,symptom
symptom_id_1149,失心癫狂,symptom
symptom_id_1150,失明,symptom
symptom_id_1151,失溺,symptom
symptom_id_1152,失眠,symptom
symptom_id_1153,失眠多梦,symptom
symptom_id_1154,失血,symptom
symptom_id_1155,失血性贫血,symptom
symptom_id_1156,失言,symptom
symptom_id_1157,失语,symptom
symptom_id_1158,失音,symptom
symptom_id_1159,头发干枯,symptom
symptom_id_1160,头发干燥,symptom
symptom_id_1161,头发无光泽,symptom
symptom_id_1162,头发稀,symptom
symptom_id_1163,头发稀疏,symptom
symptom_id_1164,头屑多,symptom
symptom_id_1165,头摇,symptom
symptom_id_1166,头昏,symptom
symptom_id_1167,头昏神倦,symptom
symptom_id_1168,头昏耳鸣,symptom
symptom_id_1169,头晕,symptom
symptom_id_1170,头晕目眩,symptom
symptom_id_1171,头晕眼花,symptom
symptom_id_1172,头晕耳鸣,symptom
symptom_id_1173,头晕胀痛,symptom
symptom_id_1174,头木,symptom
symptom_id_1175,头汗,symptom
symptom_id_1176,头汗出,symptom
symptom_id_1177,头汗大减,symptom
symptom_id_1178,头汗淋漓,symptom
symptom_id_1179,头沉,symptom
symptom_id_1180,头沉重,symptom
symptom_id_1181,头油,symptom
symptom_id_1182,头满,symptom
symptom_id_1183,头热如烘,symptom
symptom_id_1184,头疮,symptom
symptom_id_1185,头疼,symptom
symptom_id_1186,头痒,symptom
symptom_id_1187,头痛,symptom
symptom_id_1188,头痛眩晕,symptom
symptom_id_1189,头皮屑,symptom
symptom_id_1190,头皮疼痛,symptom
symptom_id_1191,头皮麻木,symptom
symptom_id_1192,头目眩晕,symptom
symptom_id_1193,头眩,symptom
symptom_id_1194,头紧,symptom
symptom_id_1195,头紧沉,symptom
symptom_id_1196,头胀,symptom
symptom_id_1197,头胀痛,symptom
symptom_id_1198,头脑不清醒,symptom
symptom_id_1199,头蒙,symptom
symptom_id_1200,头虱,symptom
symptom_id_1201,头身困重,symptom
symptom_id_1202,头身重痛,symptom
symptom_id_1203,头部不适,symptom
symptom_id_1204,头部昏沉,symptom
symptom_id_1205,头部疼痛,symptom
symptom_id_1206,头部瘙痒,symptom
symptom_id_1207,头部震颤,symptom
symptom_id_1208,头部麻木,symptom
symptom_id_1209,头重,symptom
symptom_id_1210,头重脚轻,symptom
symptom_id_1211,头面浮肿,symptom
symptom_id_1212,头面部出汗,symptom
symptom_id_1213,头项强痛,symptom
symptom_id_1214,头风,symptom
symptom_id_1215,头风头痛,symptom
symptom_id_1216,奔豚,symptom
symptom_id_1217,奶少,symptom
symptom_id_1218,好热饮,symptom
symptom_id_1219,妄笑,symptom
symptom_id_1220,妄语,symptom
symptom_id_1221,妇科崩漏,symptom
symptom_id_1222,妊娠,symptom
symptom_id_1223,妊娠下血,symptom
symptom_id_1224,妊娠呕吐,symptom
symptom_id_1225,妊娠子痫,symptom
symptom_id_1226,妊娠恶阻,symptom
symptom_id_1227,妊娠水肿,symptom
symptom_id_1228,妊娠漏血,symptom
symptom_id_1229,妊娠胎动,symptom
symptom_id_1230,妊娠胎动不安,symptom
symptom_id_1231,妊娠胎漏,symptom
symptom_id_1232,妊娠逾期,symptom
symptom_id_1233,姜片虫病,symptom
symptom_id_1234,子宫内膜异位症,symptom
symptom_id_1235,子宫出血,symptom
symptom_id_1236,子宫切除,symptom
symptom_id_1237,子宫寒凝,symptom
symptom_id_1238,子宫癌,symptom
symptom_id_1239,子宫肌瘤,symptom
symptom_id_1240,子宫脱垂,symptom
symptom_id_1241,子宫虚冷,symptom
symptom_id_1242,子宫颈炎,symptom
symptom_id_1243,子烦,symptom
symptom_id_1244,子痫抽搐,symptom
symptom_id_1245,季节性咳嗽,symptom
symptom_id_1246,实热便秘,symptom
symptom_id_1247,实热积滞,symptom
symptom_id_1248,室上性阵发性心动过速,symptom
symptom_id_1249,宫冷,symptom
symptom_id_1250,宫冷不孕,symptom
symptom_id_1251,宫寒,symptom
symptom_id_1252,宫缩,symptom
symptom_id_1253,容易饱,symptom
symptom_id_1254,容易饿,symptom
symptom_id_1255,容色枯晦,symptom
symptom_id_1256,宿食不化,symptom
symptom_id_1257,宿食不消,symptom
symptom_id_1258,宿食癖积,symptom
symptom_id_1259,寒凝气滞,symptom
symptom_id_1260,寒喘,symptom
symptom_id_1261,寒战,symptom
symptom_id_1262,寒泻冷痢,symptom
symptom_id_1263,寒温失宜,symptom
symptom_id_1264,寒湿内阻,symptom
symptom_id_1265,寒湿呕逆,symptom
symptom_id_1266,寒湿周痹,symptom
symptom_id_1267,寒湿症,symptom
symptom_id_1268,寒湿痹痛,symptom
symptom_id_1269,寒湿脚气,symptom
symptom_id_1270,寒热,symptom
symptom_id_1271,寒热交替,symptom
symptom_id_1272,寒热往来,symptom
symptom_id_1273,寒热无定,symptom
symptom_id_1274,寒疝,symptom
symptom_id_1275,寒疝作痛,symptom
symptom_id_1276,寒疝奔豚,symptom
symptom_id_1277,寒疟,symptom
symptom_id_1278,寒痰,symptom
symptom_id_1279,寒痰咳喘,symptom
symptom_id_1280,寒痰咳嗽,symptom
symptom_id_1281,寒痰食积,symptom
symptom_id_1282,寒积便秘,symptom
symptom_id_1283,寒饮喘咳,symptom
symptom_id_1284,寡言,symptom
symptom_id_1285,小三阳,symptom
symptom_id_1286,小便不利,symptom
symptom_id_1287,小便不畅,symptom
symptom_id_1288,小便不禁,symptom
symptom_id_1289,小便不适,symptom
symptom_id_1290,小便不通,symptom
symptom_id_1291,小便减少,symptom
symptom_id_1292,小便发黄,symptom
symptom_id_1293,小便困难,symptom
symptom_id_1294,小便增多,symptom
symptom_id_1295,小便多,symptom
symptom_id_1296,小便失禁,symptom
symptom_id_1297,小便少,symptom
symptom_id_1298,小便少赤,symptom
symptom_id_1299,小便常清,symptom
symptom_id_1300,小便异常,symptom
symptom_id_1301,小便无力,symptom
symptom_id_1302,小便时多时少,symptom
symptom_id_1303,小便有血,symptom
symptom_id_1304,小便未解,symptom
symptom_id_1305,小便正常,symptom
symptom_id_1306,小便气味臭,symptom
symptom_id_1307,小便泡沫,symptom
symptom_id_1308,小便泡沫多,symptom
symptom_id_1309,小便浊,symptom
symptom_id_1310,小便浑浊,symptom
symptom_id_1311,小便涩,symptom
symptom_id_1312,小便涩痛,symptom
symptom_id_1313,小便淋沥,symptom
symptom_id_1314,小便淋浊,symptom
symptom_id_1315,小便淋漓,symptom
symptom_id_1316,小便淋漓不尽,symptom
symptom_id_1317,小便淡黄,symptom
symptom_id_1318,小便深,symptom
symptom_id_1319,小便混浊,symptom
symptom_id_1320,小便清,symptom
symptom_id_1321,小便清多,symptom
symptom_id_1322,小便清稀,symptom
symptom_id_1323,小便清量多,symptom
symptom_id_1324,小便清长,symptom
symptom_id_1325,小便渐利,symptom
symptom_id_1326,小便灼热,symptom
symptom_id_1327,小便灼热感,symptom
symptom_id_1328,小便热,symptom
symptom_id_1329,小便热痛,symptom
symptom_id_1330,小便爽利,symptom
symptom_id_1331,小便略增,symptom
symptom_id_1332,小便疼,symptom
symptom_id_1333,小便疼痛,symptom
symptom_id_1334,小便痛,symptom
symptom_id_1335,小便痛少,symptom
symptom_id_1336,小便白浊,symptom
symptom_id_1337,小便短,symptom
symptom_id_1338,小便短多,symptom
symptom_id_1339,小便短少,symptom
symptom_id_1340,小便短沥,symptom
symptom_id_1341,小便短涩,symptom
symptom_id_1342,小便短清,symptom
symptom_id_1343,小便短赤,symptom
symptom_id_1344,小便短赤涩痛,symptom
symptom_id_1345,小便自利,symptom
symptom_id_1346,小便臭,symptom
symptom_id_1347,小便色深,symptom
symptom_id_1348,小便色深复现,symptom
symptom_id_1349,小便色深少,symptom
symptom_id_1350,小便色深短,symptom
symptom_id_1351,小便色清,symptom
symptom_id_1352,小便色黄,symptom
symptom_id_1353,小便赤,symptom
symptom_id_1354,小便赤短,symptom
symptom_id_1355,小便赤黄,symptom
symptom_id_1356,小便量多,symptom
symptom_id_1357,小便量少,symptom
symptom_id_1358,小便难禁,symptom
symptom_id_1359,小便频,symptom
symptom_id_1360,小便频数,symptom
symptom_id_1361,小便频频,symptom
symptom_id_1362,小便黄,symptom
symptom_id_1363,小便黄少,symptom
symptom_id_1364,小便黄短,symptom
symptom_id_1365,小便黄赤,symptom
symptom_id_1366,小腹冷痛,symptom
symptom_id_1367,小腹坠胀,symptom
symptom_id_1368,小腹疼痛,symptom
symptom_id_1369,小腹痛,symptom
symptom_id_1370,小腹硬满,symptom
symptom_id_1371,小腹胀,symptom
symptom_id_1372,小腹隐痛,symptom
symptom_id_1373,小腿僵硬,symptom
symptom_id_1374,小腿凉,symptom
symptom_id_1375,小腿疼痛,symptom
symptom_id_1376,小腿胀,symptom
symptom_id_1377,少寐,symptom
symptom_id_1378,少气,symptom
symptom_id_1379,少气懒言,symptom
symptom_id_1380,少汗,symptom
symptom_id_1381,少津,symptom
symptom_id_1382,少涎,symptom
symptom_id_1383,少痰,symptom
symptom_id_1384,少精,symptom
symptom_id_1385,少腹冷痛,symptom
symptom_id_1386,少腹坠胀,symptom
symptom_id_1387,少腹弦急,symptom
symptom_id_1388,少腹微满,symptom
symptom_id_1389,少腹急结,symptom
symptom_id_1390,少腹满,symptom
symptom_id_1391,少腹灼热,symptom
symptom_id_1392,少腹痛,symptom
symptom_id_1393,少腹硬痛,symptom
symptom_id_1394,少腹胀,symptom
symptom_id_1395,少腹胀满,symptom
symptom_id_1396,少腹胀痛,symptom
symptom_id_1397,少腹蓄血,symptom
symptom_id_1398,少腹较软,symptom
symptom_id_1399,少言,symptom
symptom_id_1400,少言语,symptom
symptom_id_1401,少阴伏风,symptom
symptom_id_1402,少食,symptom
symptom_id_1403,尿不尽,symptom
symptom_id_1404,尿味重,symptom
symptom_id_1405,尿多,symptom
symptom_id_1406,尿失禁,symptom
symptom_id_1407,尿如浓茶,symptom
symptom_id_1408,尿少,symptom
symptom_id_1409,尿崩症,symptom
symptom_id_1410,尿床,symptom
symptom_id_1411,尿异味,symptom
symptom_id_1412,尿急,symptom
symptom_id_1413,尿浊,symptom
symptom_id_1414,尿涩,symptom
symptom_id_1415,尿淡黄少浑,symptom
symptom_id_1416,尿清长,symptom
symptom_id_1417,尿滞留,symptom
symptom_id_1418,尿灼热,symptom
symptom_id_1419,尿灼热感,symptom
symptom_id_1420,尿灼热感减轻,symptom
symptom_id_1421,尿热,symptom
symptom_id_1422,尿热涩痛,symptom
symptom_id_1423,尿痛,symptom
symptom_id_1424,尿白浊,symptom
symptom_id_1425,尿短,symptom
symptom_id_1426,尿短赤,symptom
symptom_id_1427,尿糖正常,symptom
symptom_id_1428,尿糖高,symptom
symptom_id_1429,尿色如浆,symptom
symptom_id_1430,尿色如茶,symptom
symptom_id_1431,尿色正常,symptom
symptom_id_1432,尿色深,symptom
symptom_id_1433,尿色深浊,symptom
symptom_id_1434,尿色红黄,symptom
symptom_id_1435,尿血,symptom
symptom_id_1436,尿血成块,symptom
symptom_id_1437,尿血血淋,symptom
symptom_id_1438,尿赤,symptom
symptom_id_1439,尿赤涩,symptom
symptom_id_1440,尿赤短,symptom
symptom_id_1441,尿路感染,symptom
symptom_id_1442,尿路结石,symptom
symptom_id_1443,尿道涩痛,symptom
symptom_id_1444,尿道炎,symptom
symptom_id_1445,尿量减少,symptom
symptom_id_1446,尿量多,symptom
symptom_id_1447,尿量少,symptom
symptom_id_1448,尿闭,symptom
symptom_id_1449,尿频,symptom
symptom_id_1450,尿黄,symptom
symptom_id_1451,尿黄赤,symptom
symptom_id_1452,局部疼痛,symptom
symptom_id_1453,局部红肿,symptom
symptom_id_1454,屈伸不利,symptom
symptom_id_1455,岔气作痛,symptom
symptom_id_1456,崩中,symptom
symptom_id_1457,崩带,symptom
symptom_id_1458,崩漏,symptom
symptom_id_1459,崩漏下血,symptom
symptom_id_1460,崩漏带下,symptom
symptom_id_1461,崩漏经多,symptom
symptom_id_1462,巅顶疼痛,symptom
symptom_id_1463,左上下肢活动灵活,symptom
symptom_id_1464,左下肢凉感,symptom
symptom_id_1465,左下肢抬高试验阳性,symptom
symptom_id_1466,左下肢疼痛,symptom
symptom_id_1467,左下肢痛,symptom
symptom_id_1468,左下腹压痛,symptom
symptom_id_1469,左下腹痛,symptom
symptom_id_1470,左中肺肺炎,symptom
symptom_id_1471,左乳疼痛,symptom
symptom_id_1472,左乳肿痛,symptom
symptom_id_1473,左乳肿痛减轻,symptom
symptom_id_1474,左侧腹压痛,symptom
symptom_id_1475,左半身肿,symptom
symptom_id_1476,左半身麻木,symptom
symptom_id_1477,左手无力,symptom
symptom_id_1478,左眼出血,symptom
symptom_id_1479,左眼睑下垂,symptom
symptom_id_1480,左眼视物改善,symptom
symptom_id_1481,左肢活动不利,symptom
symptom_id_1482,左肺叩浊,symptom
symptom_id_1483,左胁痛,symptom
symptom_id_1484,左胁肋疼痛,symptom
symptom_id_1485,左胁肋痛,symptom
